,sentiment,headline
1157,1,"According to the company , staff will be laid off temporarily when necessary ."
1158,0,"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy ."
1159,0,"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks ."
1160,0,"After the signing , the total amount of Aspo 's revolving credit facility agreements is EUR 50 million , which replaces the formerly valid agreements of EUR 80 million ."
1161,0,"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company ."
1162,0,"Aho is proud of the company 's new product , Lordi-Cola ."
1163,0,Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences
1164,0,"ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use ."
1165,0,"Also , a seven-year historic analysis is provided for these markets ."
1166,0,"Also , a six-year historic analysis is provided for these markets ."
1167,0,"Also , a six-year historic analysis is provided for this market ."
1168,0,"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February ."
1169,0,Also Chile is an important market area for forest machine companies .
1170,0,Also the traditional grapevine carries a lot of weight .
1171,2,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .
1172,2,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .
1173,0,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .
1174,0,"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized ."
1175,0,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .
1176,0,"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland  ."
1177,0,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
1178,0,"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi ."
1179,1,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .
1180,0,"As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia ."
1181,0,"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment ."
1182,0,"Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors ."
1183,0,"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company - s shares outstanding ."
1184,2,Atria Group is a leading Scandinavian meat products group .
1185,2,"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said ."
1186,0,BasWare Order Matching automatically matches purchase invoices with approved purchase orders .
1187,2,"BG AD , Bulgaria 's leading Internet company ."
1188,0,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper ."
1189,0,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region ."
1190,0,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team ."
1191,0,Castecka said the town hall would hold talks with other investors interested in the zone .
1192,0,Central Europe is an important market area for Honka .
1193,0,cents Recognize potential partnerships and suppliers .
1194,2,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .
1195,0,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 ."
1196,0,Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .
1197,0,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea ."
1198,0,Competition authorities will have to approve the deal before it can be finalized .
1199,0,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 ."
1200,0,Completion of the transaction is subject to a final agreement and a Due Diligence process .
1201,0,Construction is expected to be completed in the summer of 2011 .
1202,0,Consumers are now increasingly interested in what they can do with heir phones .
1203,0,"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) ."
1204,0,Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .
1205,2,"Demand seems to have hit bottom now , and some signs of improvement can be seen ."
1206,0,"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek ."
1207,0,Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .
1208,0,"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world ."
1209,0,Dragonfly Love is another video shot from start to finish using the Nokia N8 .
1210,0,"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music ."
1211,0,EB will hold the exclusive rights to market the new entity 's product .
1212,0,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services ."
1213,0,"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services ."
1214,2,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''"
1215,0,"Entire paper mills may be set up , especially in the new EU member states ."
1216,0,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) ."
1217,0,"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado ."
1218,0,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .
1219,0,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily ."
1220,2,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .
1221,0,Finnish consumers prefer to buy the cheapest beer brand .
1222,2,"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum ."
1223,0,"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) ."
1224,0,Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .
1225,0,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 ."
1226,0,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .
1227,0,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company ."
1228,2,"Furthermore , our fully electrically driven cranes are environmentally friendly ."
1229,0,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .
1230,0,"GeoSentric 's flagship product is the GyPSii platform , which uses pioneering geo-location software technology to connect people to people , and people to places with new and exciting social community and location-specific services ."
1231,0,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions ."
1232,0,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions ."
1233,0,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares ."
1234,2,Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .
1235,0,Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .
1236,0,"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States ."
1237,0,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms ."
1238,2,He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .
1239,0,HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .
1240,0,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries ."
1241,0,"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland ."
1242,0,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations ."
1243,0,However short-term rentals are becoming more popular .
1244,0,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries ."
1245,2,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world ."
1246,0,"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 ."
1247,0,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management ."
1248,0,"In Finland , 71 % of paper and paperboard is reclaimed ."
1249,0,"In Finland , export industry forms a large clientele for the packaging industry ."
1250,0,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network ."
1251,0,"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators ."
1252,0,"In the end , Sanoma News wants to secure its foundation with the savings ."
1253,2,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design ."
1254,0,"In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone ."
1255,0,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain ."
1256,0,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .
1257,0,Insurance policies should be simple .
1258,0,It has several innovative small molecule and biological drug candidates at different stages of clinical development .
1259,0,It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .
1260,0,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways ."
1261,2,It is a solid credit that has been compared to a DZ Bank or a Rabobank .
1262,0,It is expected to be completed by the end of 2007 .
1263,0,It is planned to set up the A class business center in the two top storeys of the complex .
1264,0,"It is positive that the company it recruited Harri Koponen as CEO , according to Affarsvarlden ."
1265,0,"It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said ."
1266,0,It will provide heating in the form of hot water for the sawmill 's needs .
1267,0,Its 168 asset management experts manage assets worth over EUR 35 billion .
1268,0,Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .
1269,0,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell ."
1270,2,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week ."
1271,0,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .
1272,0,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .
1273,0,"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 ."
1274,0,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?"
1275,0,"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies ."
1276,0,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit ."
1277,0,"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions ."
1278,0,"Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe ."
1279,0,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry ."
1280,0,"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services ."
1281,0,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes ."
1282,2,( I&H ) in a move to enhance growth .
1283,0,LSC 's 30 employees will move to Ixonos with their existing status and benefits .
1284,0,"MeeGo `` learns as you use it , '' Fisher said , putting the most important things up top ."
1285,0,Merging the two free sheets will clarify the market situation .
1286,0,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries ."
1287,2,"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day ."
1288,0,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
1289,2,NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .
1290,0,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .
1291,0,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .
1292,0,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .
1293,0,"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur ."
1294,2,"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday ."
1295,0,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media ."
1296,0,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 ."
1297,0,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use ."
1298,0,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .
1299,0,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .
1300,2,"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts ."
1301,2,One attractive factor about the tablets for media companies is that they provide a new way of making money .
1302,2,One of Uponor 's promising future products is a hydronic cooling system .
1303,0,"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries ."
1304,0,Other shareholder entitlements became effective today .
1305,0,Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .
1306,0,"Our solutions are industry-independent supporting multilingual and currency needs , modular and applicable to companies of all sizes , '' CEO Ilkka Sihvo said ."
1307,2,"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors ."
1308,0,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries ."
1309,2,"Overall , 50 percent of respondents were confident about their security when banking online ."
1310,0,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries ."
1311,0,Performance is based on values and sustainability .
1312,0,Pertti Ervi is independent from the Company and its major shareholders .
1313,0,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) ."
1314,0,"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG ."
1315,2,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .
1316,2,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .
1317,0,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .
1318,0,"Previously , the plant was expected to be completed by the end of 2008 ."
1319,0,Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .
1320,0,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes ."
1321,0,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .
1322,2,Ramirent is a leading company in machinery and equipment rentals for construction and industry .
1323,2,Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .
1324,0,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .
1325,0,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience ."
1326,0,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board ."
1327,0,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely ."
1328,0,"RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental services ."
1329,2,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement ."
1330,0,"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations ."
1331,0,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors ."
1332,0,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices ."
1333,2,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .
1334,0,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .
1335,0,"She will succeed Krister Kylas , who has decided to leave TeliaSonera ."
1336,0,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .
1337,0,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term ."
1338,0,South America and Asia are other promising markets .
1339,0,Sponda plans to renovate old real estate and develop new property .
1340,0,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .
1341,0,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September ."
1342,0,"Stonesoft is a global provider of proven , next generation solutions that simplify network security management ."
1343,0,Strategic and operational business information is objectively reported .
1344,0,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap ."
1345,0,Symphony Services provides development services for Aldata GOLD .
1346,2,Technopolis is Europe 's leading operator of technoparks .
1347,0,Technopolis 's technological centers supply their clients with modern high-class premises .
1348,0,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction ."
1349,0,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH ."
1350,0,The adjustment measures will be carried out in phases to secure the delivery capability .
1351,0,The agreement is valid for four years .
1352,0,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems ."
1353,0,The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .
1354,0,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings ."
1355,0,"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said ."
1356,0,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) ."
1357,0,The business section also includes Ahlstrom 's sustainability report .
1358,0,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services ."
1359,0,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .
1360,0,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories ."
1361,0,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories ."
1362,0,"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives ."
1363,0,"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment ."
1364,0,The company is presently examining whether the project would be financially feasible .
1365,0,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .
1366,2,The company 's strength is its Apetit brand .
1367,0,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .
1368,0,The company specialises in temporary electrification and heating at construction sites .
1369,2,"The competition was received with great enthusiasm by the employees , he goes on ."
1370,0,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses ."
1371,0,The deliveries started in April 2006 and will be completed in 2007 .
1372,0,The desk will reach its full planned strength of ten persons in autumn 2007 .
1373,0,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 ."
1374,0,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. ."
1375,2,The effect of the savings will be noticeable as of the beginning of 2010 .
1376,0,The effect of the savings will be noticeable from the beginning of 2010 .
1377,0,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas ."
1378,0,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .
1379,0,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .
1380,0,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .
1381,0,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards ."
1382,0,The first of the two project phases is expected to be completed by the end of 2012 .
1383,0,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 ."
1384,0,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit ."
1385,0,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units ."
1386,0,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share ."
1387,0,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals ."
1388,0,"The important thing now is to keep the bank 's existing 15,000 customers ."
1389,0,"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge ."
1390,0,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .
1391,0,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .
1392,0,The Kyroskoski investment is to be completed in late 2011 and the +_+Ænekoski investment in the spring of 2012 .
1393,0,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry ."
1394,0,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry ."
1395,0,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others ."
1396,0,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia ."
1397,0,"The most popular mobile data services are email , surfing the internet , as well as news and weather services ."
1398,0,The new B shares carry the right to dividend and other shareholder rights with effect from today .
1399,0,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .
1400,0,The office space will rise above the remodeled Cannon Street underground station .
1401,0,"The official opening of the office , located in Prague , will be celebrated on May 20 ."
1402,0,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .
1403,0,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 ."
1404,0,"The opportunity will be available only for few employees , however ."
1405,0,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year ."
1406,0,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .
1407,0,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .
1408,0,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 ."
1409,2,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .
1410,0,The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .
1411,0,"The program included operational improvements and reductions in personnel , mainly in the Netherlands ."
1412,0,The project is expected to be completed in 2009 .
1413,0,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying ."
1414,0,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players ."
1415,0,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
1416,0,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
1417,0,"The Russian government will contribute 20 % of the necessary funds , he said ."
1418,0,"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S."
1419,0,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants ."
1420,0,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .
1421,0,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .
1422,0,The share of the share capital of both above mentioned shareholders remains below 5 % .
1423,0,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .
1424,0,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders ."
1425,0,The shipyard hopes the regional government in Andalusia can offer its some form of financial support .
1426,2,The shopping center will have a prime location right next to the Myllypuro metro station .
